run_id,timestamp_utc,case_id,query_type,model_alias,model_provider,model_name,prompt_id,temperature,reasoning_effort,max_tokens,k,output_mode,repetition,original_query,expanded_queries_json,attempts,latency_sec,error,metric_exact_k,metric_unique_ratio,metric_required_concept_coverage,metric_forbidden_avoidance,metric_reference_token_overlap,metric_pairwise_lexical_diversity,metric_distinct_1,metric_distinct_2,metric_englishish_score,metric_length_score,metric_concept_hits,metric_forbidden_hits,metric_embedding_relevance,metric_embedding_diversity,metric_overall_score,metric_query_drift_risk
h1_qe_20260626_110945,2026-06-26T11:09:45.916286+00:00,kis_yellow_raincoat_motorbike_night,KIS,gpt_oss_120b,groq,openai/gpt-oss-120b,strict_multimedia_v1,0.2,medium,2048,5,json_prompt,0,Tìm cảnh môt người đàn ông mặc áo mưa màu vàng chạy xe máy qua con đường ngập nước vào ban đêm.,"[""nighttime flooded street motorbike rider wearing a yellow raincoat"", ""video of a man in a yellow raincoat riding a motorbike through a water‑logged road at night"", ""subtitle text showing a man in a yellow raincoat riding a motorbike across a flooded street after dark"", ""image of a man wearing a yellow raincoat on a motorbike crossing a street filled with water at night"", ""scene description: a male motorcyclist in a yellow raincoat drives through a flooded street during nighttime""]",1,1.5205641000065953,,1.0,1.0,1.0,1.0,0.43243243243243246,0.718765352294764,0.4625,0.68,0.9973333333333333,0.9888888888888889,"{""person"": true, ""clothing"": true, ""vehicle"": true, ""scene"": true, ""time"": true}",[],,,0.8888308895838307,0.0
h1_qe_20260626_110945,2026-06-26T11:09:48.006763+00:00,kis_yellow_raincoat_motorbike_night,KIS,gpt_oss_120b,groq,openai/gpt-oss-120b,strict_multimedia_v1,0.2,medium,2048,5,json_prompt,1,Tìm cảnh môt người đàn ông mặc áo mưa màu vàng chạy xe máy qua con đường ngập nước vào ban đêm.,"[""nighttime scene of a man in a yellow raincoat riding a motorbike through a flooded street"", ""photograph of a male motorcyclist wearing a yellow raincoat on a water‑logged road at night"", ""video clip where a man in a yellow raincoat rides a motorcycle across a street filled with water after dark"", ""subtitle line: \""A man in a yellow raincoat is riding his motorbike through the flooded road tonight\"""", ""keywords: yellow raincoat, motorbike, flooded street, night, man riding""]",1,1.4481114000082016,,1.0,1.0,1.0,1.0,0.36585365853658536,0.7269786487162648,0.5128205128205128,0.7808219178082192,0.9974025974025974,0.9777777777777779,"{""person"": true, ""clothing"": true, ""vehicle"": true, ""scene"": true, ""time"": true}",[],,,0.8905080029089614,0.0
h1_qe_20260626_110945,2026-06-26T11:09:49.455677+00:00,kis_red_bus_big_ben,KIS,gpt_oss_120b,groq,openai/gpt-oss-120b,strict_multimedia_v1,0.2,medium,2048,5,json_prompt,0,Tìm hình ảnh xe buýt hai tầng màu đỏ chạy ngang qua tháp đồng hồ Big Ben ở London.,"[""photo of a red double-decker bus driving past the Big Ben clock tower in London"", ""image showing the words 'Big Ben' with a red double-decker bus in the background in London"", ""video clip where a narrator mentions a red double-decker bus passing by Big Ben in London"", ""scene of a red double-decker bus moving alongside the Big Ben clock tower in London"", ""London red double-decker bus Big Ben""]",1,1.125606699846685,,1.0,1.0,1.0,1.0,0.4642857142857143,0.45715145148968683,0.4246575342465753,0.6029411764705882,1.0,1.0,"{""vehicle"": true, ""landmark"": true, ""location"": true, ""motion"": true}",[],,,0.8603790106951872,0.0
h1_qe_20260626_110945,2026-06-26T11:09:50.581970+00:00,kis_red_bus_big_ben,KIS,gpt_oss_120b,groq,openai/gpt-oss-120b,strict_multimedia_v1,0.2,medium,2048,5,json_prompt,1,Tìm hình ảnh xe buýt hai tầng màu đỏ chạy ngang qua tháp đồng hồ Big Ben ở London.,"[""Photograph of a red double-decker bus passing the Big Ben clock tower in London"", ""Video subtitles describing a red double-decker bus driving past Big Ben in London"", ""Scene showing a red double-decker bus traveling alongside the Big Ben landmark in London"", ""London street view with the Big Ben clock tower and a red double-decker bus in the foreground"", ""red double-decker bus Big Ben London""]",1,18.700565499952063,,1.0,1.0,1.0,1.0,0.5384615384615384,0.4430248917748918,0.43478260869565216,0.609375,1.0,1.0,"{""vehicle"": true, ""landmark"": true, ""location"": true, ""motion"": true}",[],,,0.8668986430236431,0.0
h1_qe_20260626_110945,2026-06-26T11:10:09.283127+00:00,qa_child_blue_robot_beach,QA,gpt_oss_120b,groq,openai/gpt-oss-120b,strict_multimedia_v1,0.2,medium,2048,5,json_prompt,0,"Trong đoạn video, đứa trẻ đang cầm đồ chơi robot màu gì trên bãi biển?","[""What color is the robot toy that the child is holding on the beach in the video?"", ""In the video clip, a child is on a beach holding a robot toy; identify the robot's color."", ""Transcribed speech in the video asks about the color of the robot toy the child holds on the beach."", ""Extract any on-screen text that mentions the color of the robot toy held by a child on a beach in the video."", ""Describe the action of a child holding a robot toy on a beach and specify the toy's color.""]",1,7.533467900007963,,1.0,1.0,0.8,1.0,0.22580645161290322,0.5801795508413156,0.35051546391752575,0.6739130434782609,1.0,0.9111111111111111,"{""subject"": true, ""object"": true, ""color"": false, ""place"": true, ""qa_intent"": true}",[],,,0.8020671992792383,0.09999999999999998
h1_qe_20260626_110945,2026-06-26T11:10:16.817650+00:00,qa_child_blue_robot_beach,QA,gpt_oss_120b,groq,openai/gpt-oss-120b,strict_multimedia_v1,0.2,medium,2048,5,json_prompt,1,"Trong đoạn video, đứa trẻ đang cầm đồ chơi robot màu gì trên bãi biển?","[""In the video segment, what is the color of the robot toy that the child is holding on the beach?"", ""Visual evidence of a child holding a robot toy on a beach – identify the robot's color."", ""Transcribed speech or subtitles in the video that mention the color of the robot toy the child holds on the beach."", ""Describe the action of a child playing with a robot toy on a beach and specify the toy's color."", ""Keywords: child, beach, robot toy, color – what color is the robot in the video?""]",1,1.500943799968809,,1.0,1.0,0.8,1.0,0.2413793103448276,0.5718961593961593,0.358695652173913,0.7126436781609196,0.9941527955612462,0.9222222222222222,"{""subject"": true, ""object"": true, ""color"": false, ""place"": true, ""qa_intent"": true}",[],,,0.8061577921161457,0.09999999999999998
h1_qe_20260626_110945,2026-06-26T11:10:18.319666+00:00,trake_cooking_egg_pancake,TRAKE,gpt_oss_120b,groq,openai/gpt-oss-120b,strict_multimedia_v1,0.2,medium,2048,5,json_prompt,0,"Tìm chuỗi cảnh đầu bếp đập trứng vào tô, khuấy bột, rồi đổ bột lên chảo làm bánh pancake.","[""Video of a chef cracking eggs into a bowl, whisking the batter, and pouring it onto a pan to make pancakes"", ""Subtitle transcript where a chef says \""Now I pour the batter onto the pan for pancakes\"" while cooking"", ""Image of a chef's hands breaking eggs into a mixing bowl and stirring pancake batter"", ""OCR text screenshot showing the phrase \""pancake batter\"" on a kitchen board as a chef prepares pancakes"", ""Step-by-step cooking action of a chef preparing pancake batter: egg cracking, mixing, and pouring onto a skillet""]",1,1.3132768000941724,,1.0,1.0,0.6,1.0,0.3269230769230769,0.8280853319068422,0.5714285714285714,0.8488372093023255,1.0,0.9555555555555555,"{""actor"": true, ""step_1"": true, ""step_2"": false, ""step_3"": false, ""dish"": true}",[],,,0.8051855954049557,0.19999999999999996
h1_qe_20260626_110945,2026-06-26T11:10:19.633618+00:00,trake_cooking_egg_pancake,TRAKE,gpt_oss_120b,groq,openai/gpt-oss-120b,strict_multimedia_v1,0.2,medium,2048,5,json_prompt,1,"Tìm chuỗi cảnh đầu bếp đập trứng vào tô, khuấy bột, rồi đổ bột lên chảo làm bánh pancake.","[""video clip showing a chef cracking eggs into a bowl, stirring the batter, and pouring the batter onto a pan to make pancakes"", ""scene where a chef mixes eggs and batter in a bowl before pouring the mixture onto a skillet for pancake cooking"", ""subtitle transcript of a chef saying they are cracking eggs, whisking batter, and pouring it onto a pan to prepare pancakes"", ""image of a chef pouring pancake batter from a bowl onto a hot pan while the batter is being mixed"", ""keyword search: chef, eggs, bowl, batter, pour, pan, pancake cooking sequence""]",1,12.89877329999581,,1.0,1.0,0.8,1.0,0.34782608695652173,0.7037718395034319,0.5104166666666666,0.8021978021978022,1.0,0.8555555555555555,"{""actor"": true, ""step_1"": true, ""step_2"": true, ""step_3"": false, ""dish"": true}",[],,,0.8341133945995973,0.09999999999999998
h1_qe_20260626_110945,2026-06-26T11:10:32.533091+00:00,kis_woman_ao_dai_lotus,KIS,gpt_oss_120b,groq,openai/gpt-oss-120b,strict_multimedia_v1,0.2,medium,2048,5,json_prompt,0,Tìm cảnh người phụ nữ mặc áo dài trắng đứng bên hồ sen và cầm nón lá.,"[""high‑resolution photograph of a woman wearing a white ao dai standing beside a lotus pond while holding a traditional Vietnamese conical leaf hat"", ""video footage of a woman in a white ao dai standing next to a lotus lake, holding a non‑la leaf hat"", ""scene description: a woman dressed in a white ao dai holds a conical leaf hat and stands by a lotus pond"", ""image with visible text labels 'white ao dai' and 'lotus pond' showing a woman holding a traditional leaf hat"", ""keywords: woman, white ao dai, lotus pond, conical leaf hat""]",1,1.7261922999750823,,1.0,1.0,1.0,0.8,0.4473684210526316,0.5623238563159818,0.4479166666666667,0.6703296703296703,0.9958423381702172,0.8444444444444444,"{""subject"": true, ""clothing"": true, ""place"": true, ""object"": true}","[""man""]",,,0.8346099404939681,0.09999999999999998
h1_qe_20260626_110945,2026-06-26T11:10:34.260020+00:00,kis_woman_ao_dai_lotus,KIS,gpt_oss_120b,groq,openai/gpt-oss-120b,strict_multimedia_v1,0.2,medium,2048,5,json_prompt,1,Tìm cảnh người phụ nữ mặc áo dài trắng đứng bên hồ sen và cầm nón lá.,"[""photo of a woman wearing a white ao dai standing beside a lotus pond while holding a traditional Vietnamese conical leaf hat"", ""video clip where the narrator mentions a woman in a white ao dai near a lotus lake holding a nón lá"", ""scene with on-screen text reading 'white ao dai' and 'lotus pond' featuring a lady holding a leaf hat"", ""description of a cultural event: a woman in a white ao dai stands by a lotus pond and holds a nón lá"", ""keywords: white ao dai, lotus pond, nón lá, woman, holding hat""]",1,1.6600774999242276,,1.0,1.0,0.75,0.8,0.38095238095238093,0.6548642729819201,0.46938775510204084,0.6989247311827957,0.9643622200584225,0.8444444444444444,"{""subject"": true, ""clothing"": true, ""place"": true, ""object"": false}","[""man""]",,,0.7779359771131971,0.22499999999999998
